,uuid,KEY,Site,HH_Number,DrinkingWaterGroup,DrinkingWater_Private,DrinkingWater_Public,DrinkingWaterDist,DrinkingWater_PublicVendor,DrinkingWaterContainer,DrinkingWaterContainer2,DrinkingWaterContainer2/Metal_Closed,DrinkingWaterContainer2/Metal_Open,DrinkingWaterContainer2/Only_one,DrinkingWaterContainer2/Other_Closed,DrinkingWaterContainer2/Other_Open,DrinkingWaterContainer2/Plastic_Closed,DrinkingWaterContainer2/Plastic_Open,DrinkingWaterContainer2/NA,DrinkingWaterTreatment,DrinkingWaterTreatment2,DrinkingWaterTreatment2/BleachChlorine,DrinkingWaterTreatment2/Boil,DrinkingWaterTreatment2/Filter,DrinkingWaterTreatment2/Other,DrinkingWaterTreatment2/Settle,DrinkingWaterTreatment2/SolarDesinf,DrinkingWaterTreatment2/Strain,DrinkingWaterTreatment2/NA,DrinkingWaterTreatment2Spec,DrinkingWaterAvailability,ObsHandWashPLACE,ObsHandWashSOAP,ObsHandWashWATER,ToiletFacility,ToiletFacilityTYPE,ToiletFacilityTYPE_Dry,ToiletFacilityTYPE_Flush,ToiletFacilitySHARE,HHITEMS/Computer,HHITEMS/Electricity,HHITEMS/Internet,HHITEMS/Microwave,HHITEMS/Oven,HHITEMS/Radio,HHITEMS/Refrigerator,HHITEMS/Smartphone,HHITEMS/Television,HHITEMS/Noitems,HHITEMS/NA,HHROOMS,StreetFood
0,6a019cb807c243f5843a7c30c25ccacf,uuid:2b72ea56-8a29-4874-94ae-d3f2b699f725,Mathare,448,Public,,Public_Tap,5.0,,Plastic_Open,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,FreshFit,,,Y,0,1,0,0,0,1,0,1,0,0,0,1,5_Or_More
1,6a019cb807c243f5843a7c30c25ccacf,uuid:335fd59e-5c49-4d12-a143-04ed378cf332,Mathare,711,Public,,Public_Tap,5.0,,Plastic_Open,Plastic_Closed,0,0,0,0,0,1,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,,Water_OK,Public,Flush,,Flush_piped,Y,0,1,1,0,0,1,0,1,0,0,0,1,2_4
2,6a019cb807c243f5843a7c30c25ccacf,uuid:dc3aa5be-59ac-4fb3-9e18-992a23611b5f,Mathare,1036,Public,,Public_Tap,5.0,,Plastic_Closed,Plastic_Open,0,0,0,0,0,0,1,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,0,1,0,0,0,0,0,0,0,0,0,1,0_1
3,6a019cb807c243f5843a7c30c25ccacf,uuid:06f8aa3b-141b-41e2-a7d7-f5fad9fb5aa9,Mathare,356,Public,,Public_Tap,5.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Public,FreshFit,,,Y,0,1,0,0,0,1,0,0,1,0,0,1,5_Or_More
4,6a019cb807c243f5843a7c30c25ccacf,uuid:b730901f-4456-4046-a2d6-7b33d42f38a5,Mathare,1038,Public,,Public_Tap,1.0,,Plastic_Closed,Plastic_Closed,0,0,0,0,0,1,0,0,Y,Boil,0,1,0,0,0,0,0,0,,Y,,,,Public,Flush,,Flush_piped,Y,0,0,0,0,0,1,0,1,0,0,0,1,2_4
5,6a019cb807c243f5843a7c30c25ccacf,uuid:9866b23c-6395-4e19-8ed8-ec41bede4d71,Mathare,93A,Private,Piped_dwel,,,,,,0,0,0,0,0,0,0,0,Y,Boil,0,1,0,0,0,0,0,0,,Y,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_piped,N,0,1,0,0,0,1,1,1,1,0,0,2,5_Or_More
6,6a019cb807c243f5843a7c30c25ccacf,uuid:90692aea-e337-41c7-8d8f-0b8083b037cc,Mathare,298c,Public,,Public_Dispenser,5.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_piped,Y,0,1,0,0,0,1,0,0,0,0,0,1,
7,6a019cb807c243f5843a7c30c25ccacf,uuid:4e7eebf3-a81b-45a4-ac85-ac7085043d18,Mathare,376,Public,,Public_Tap,5.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,Y,BleachChlorine,1,0,0,0,0,0,0,0,,Y,,,,Own_YardPlot,Flush,,Flush_piped,Y,0,1,0,0,0,0,0,1,0,0,0,1,5_Or_More
8,6a019cb807c243f5843a7c30c25ccacf,uuid:7434981b-987c-4870-a424-5e4803aa4a0e,Mathare,5A,Public,,Public_Tap,2.0,,Plastic_Open,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Fixed,SoapOrDeterg,Water_OK,Neighb_Dwelling,FreshFit,,,Y,0,1,0,0,0,1,0,1,1,0,0,1,5_Or_More
9,6a019cb807c243f5843a7c30c25ccacf,uuid:d3fa6913-6ff9-4780-a5d1-954d21abcb5d,Mathare,133,Public,,Public_Tap,5.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,N,,,,Own_YardPlot,Flush,,Flush_piped,Y,0,0,0,0,0,1,0,0,0,0,0,1,5_Or_More
10,6a019cb807c243f5843a7c30c25ccacf,uuid:d233e02c-fd2f-487f-80ac-b0adb843a85e,Mathare,532,Private,Piped_neigh,,10.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,,,,Own_YardPlot,Flush,,Flush_piped,Y,0,1,1,0,0,1,0,1,1,0,0,1,5_Or_More
11,6a019cb807c243f5843a7c30c25ccacf,uuid:03c1cf14-abce-409a-9a80-09a38a2a0327,Mathare,309,Public,,Public_Tap,2.0,,Plastic_Open,Plastic_Closed,0,0,0,0,0,1,0,0,N,,0,0,0,0,0,0,0,0,,Y,,,,Public,Flush,,Flush_piped,Y,0,1,0,0,0,1,0,1,0,0,0,1,5_Or_More
12,6a019cb807c243f5843a7c30c25ccacf,uuid:0b5e2a36-8183-4666-b725-7ffdc9a0f6f7,Mathare,484,Public,,Public_Tap,2.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Public,Flush,,Flush_piped,Y,0,1,0,0,0,1,0,0,1,0,0,1,5_Or_More
13,6a019cb807c243f5843a7c30c25ccacf,uuid:50aabb95-0846-44ae-b785-28cfc81fe0a5,Mathare,532,Private,Piped_yard,,,,,,0,0,0,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,,,,Own_YardPlot,Flush,,Flush_piped,Y,0,1,0,0,0,1,0,0,0,0,0,1,5_Or_More
14,6a019cb807c243f5843a7c30c25ccacf,uuid:01ab0d0a-9e34-4154-b7ff-1d333c978217,Mathare,710A,Public,,Public_Tap,5.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,,Water_OK,Own_Dwelling,Flush,,Flush_river,Y,0,1,0,0,0,0,0,0,1,0,0,1,5_Or_More
15,6a019cb807c243f5843a7c30c25ccacf,uuid:ff656715-5aab-48e4-a5b2-799b576d5a1b,Mathare,449,Private,Piped_neigh,,2.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,,,,Own_Dwelling,Flush,,Flush_river,Y,0,1,1,0,0,1,0,1,1,0,0,1,5_Or_More
16,6a019cb807c243f5843a7c30c25ccacf,uuid:9081d91d-6f67-4259-b368-c08619338548,Mathare,376,Public,,Public_Tap,10.0,,Plastic_Closed,Plastic_Closed,0,0,0,0,0,1,0,0,N,,0,0,0,0,0,0,0,0,,N,,,,Own_YardPlot,Flush,,Flush_piped,Y,0,0,0,0,0,1,0,0,0,0,0,1,5_Or_More
17,6a019cb807c243f5843a7c30c25ccacf,uuid:6698f7cb-914f-4038-8ae5-7b0ff6005f3f,Mathare,284,Public,,Public_Tap,5.0,,Plastic_Closed,Plastic_Closed,0,0,0,0,0,1,0,0,N,,0,0,0,0,0,0,0,0,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_piped,Y,0,0,0,0,0,1,0,0,0,0,0,1,
18,6a019cb807c243f5843a7c30c25ccacf,uuid:1119e21a-a811-439b-aae8-51b6f85d0355,Mathare,317,Public,,Public_Tap,2.0,,Plastic_Closed,Plastic_Closed,0,0,0,0,0,1,0,0,N,,0,0,0,0,0,0,0,0,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,0,1,0,0,0,1,0,0,0,0,0,1,2_4
19,6a019cb807c243f5843a7c30c25ccacf,uuid:a31d8c3d-f6bd-45f3-9e41-1e5e9da348a6,Mathare,185,Private,Piped_neigh,,10.0,,Plastic_Closed,Plastic_Open,0,0,0,0,0,0,1,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Public,Flush,,Flush_river,Y,0,1,0,0,0,0,0,0,0,0,0,1,5_Or_More
20,6a019cb807c243f5843a7c30c25ccacf,uuid:6c5ef0f4-074c-41cd-b868-fd7e471c438c,Mathare,636,Public,,Public_Tap,5.0,,Plastic_Open,Only_one,0,0,1,0,0,0,0,0,Y,BleachChlorine,1,0,0,0,0,0,0,0,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Neighb_Dwelling,FreshFit,,,Y,0,1,0,0,0,1,0,0,1,0,0,1,0_1
21,6a019cb807c243f5843a7c30c25ccacf,uuid:669147b7-8b9d-4e19-b153-96dc61a8dea6,Mathare,227,Public,,Public_Tap,10.0,,Plastic_Open,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,0,1,1,0,0,0,0,1,0,0,0,1,0_1
22,6a019cb807c243f5843a7c30c25ccacf,uuid:63b15411-b703-4fb0-b468-6eb319e61775,Mathare,1260,Public,,Vendor,10.0,Vendor_Cart,Plastic_Closed,Plastic_Open Plastic_Closed,0,0,0,0,0,1,1,0,N,,0,0,0,0,0,0,0,0,,N,Obs_Mobile,,Water_OK,Own_YardPlot,FreshFit,,,Y,0,1,0,0,0,0,0,0,0,0,0,1,5_Or_More
23,6a019cb807c243f5843a7c30c25ccacf,uuid:50ec63bd-c293-48f3-adc6-bb5da791f8cb,Mathare,716,Public,,Public_Tap,5.0,,Plastic_Open,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,,Water_OK,Public,Flush,,Flush_piped,Y,0,1,0,0,0,0,0,0,0,0,0,1,5_Or_More
24,6a019cb807c243f5843a7c30c25ccacf,uuid:0d974e2a-fb6d-473e-8989-0e1b027e85e0,Mathare,614,Private,Piped_yard,,,,,,0,0,0,0,0,0,0,0,Y,Boil,0,1,0,0,0,0,0,0,,N,,,,Own_YardPlot,Flush,,Flush_river,Y,0,1,0,0,0,1,0,1,1,0,0,1,2_4
25,6a019cb807c243f5843a7c30c25ccacf,uuid:803bad57-cd84-459c-9371-a8024dcd6920,Mathare,369,Public,,Public_Tap,2.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Neighb_YardPlot,Flush,,Flush_NA,Y,0,1,1,0,0,1,0,1,0,0,0,1,0_1
26,6a019cb807c243f5843a7c30c25ccacf,uuid:7318def1-ceb1-4e0d-abf9-c5e223dc41bd,Mathare,931A,Public,,Public_Tap,1.0,,Plastic_Open,Only_one,0,0,1,0,0,0,0,0,Y,BleachChlorine,1,0,0,0,0,0,0,0,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Public,Flush,,Flush_river,Y,0,1,0,0,0,1,0,1,1,0,0,1,5_Or_More
27,6a019cb807c243f5843a7c30c25ccacf,uuid:88d86f72-efca-4bf7-9407-807b5b05eb89,Mathare,1040,Public,,Public_Tap,5.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,,,,Public,Flush,,Flush_piped,Y,0,1,0,0,0,1,0,1,1,0,0,1,0_1
28,6a019cb807c243f5843a7c30c25ccacf,uuid:da5fb850-eb84-4249-9f4a-371fccfc104d,Mathare,11,Private,Piped_dwel,,,,,,0,0,0,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,,,,Own_YardPlot,Flush,,Flush_river,Y,0,1,1,0,0,1,0,1,0,0,0,1,5_Or_More
29,6a019cb807c243f5843a7c30c25ccacf,uuid:9cdd2c67-ab31-471c-adbd-721b37a08260,Mathare,298,Public,,Public_Dispenser,5.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,Y,BleachChlorine,1,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_piped,Y,0,1,0,0,0,1,0,1,0,0,0,1,
30,6a019cb807c243f5843a7c30c25ccacf,uuid:65ab36de-bac7-4294-96f2-06b5b87d8809,Mathare,1034,Public,,Public_Tap,5.0,,Plastic_Closed,Plastic_Closed,0,0,0,0,0,1,0,0,Y,BleachChlorine,1,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Neighb_YardPlot,Flush,,Flush_piped,Y,0,1,1,0,0,1,0,1,1,0,0,1,5_Or_More
31,6a019cb807c243f5843a7c30c25ccacf,uuid:dda50af6-709d-46bb-bb47-5e1367d039ef,Mathare,531,Public,,Public_Tap,10.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,N,,,,Own_YardPlot,Flush,,Flush_river,Y,0,1,0,0,0,1,0,1,1,0,0,1,2_4
32,6a019cb807c243f5843a7c30c25ccacf,uuid:448dfcb2-b3d0-48f5-8cc0-a49762f5a968,Mathare,180,Public,,Public_Tap,5.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Public,Flush,,Flush_piped,Y,0,1,0,0,0,0,0,1,1,0,0,1,5_Or_More
33,6a019cb807c243f5843a7c30c25ccacf,uuid:53f52a19-1f6a-46ec-b893-a01316c86d2d,Mathare,1046,Public,,Public_Tap,15.0,,Plastic_Closed,Plastic_Closed Plastic_Open,0,0,0,0,0,1,1,0,Y,Boil,0,1,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Public,Flush,,Flush_river,Y,0,1,1,0,0,1,0,1,1,0,0,1,5_Or_More
34,6a019cb807c243f5843a7c30c25ccacf,uuid:f3b9a757-7e4a-478d-8c7a-d7b9ade58965,Mathare,678d,Public,,Public_Tap,5.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,N,,,,Public,Flush,,Flush_river,Y,0,1,0,0,0,0,0,0,0,0,0,1,2_4
35,6a019cb807c243f5843a7c30c25ccacf,uuid:a88e98f8-37af-46de-8ce4-59897c15582f,Mathare,90,Public,,Public_Dispenser,999.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,Y,Boil,0,1,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_piped,Y,0,1,0,0,0,1,0,0,0,0,0,1,
36,6a019cb807c243f5843a7c30c25ccacf,uuid:b58c60da-e79e-4e9b-89ab-6a4685b6a973,Mathare,133,Public,,Public_Tap,5.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,0,0,0,0,0,1,0,0,0,0,0,1,2_4
37,6a019cb807c243f5843a7c30c25ccacf,uuid:d0ed058c-7f6d-4b3e-851e-f98ef9657586,Mathare,94,Public,,Public_Tap,15.0,,Plastic_Closed,Plastic_Closed,0,0,0,0,0,1,0,0,Y,Other,0,0,0,1,0,0,0,0,Just drink,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_piped,Y,0,1,1,0,0,0,0,1,0,0,0,3,5_Or_More
38,6a019cb807c243f5843a7c30c25ccacf,uuid:bcb4ae05-275c-4549-ab6d-6e4433ca8a2c,Mathare,133,Public,,Public_Tap,2.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,0,1,0,0,0,0,0,1,1,0,0,1,0_1
39,6a019cb807c243f5843a7c30c25ccacf,uuid:598cd6ce-a3c1-4aa0-bafe-80c93ac82fc8,Mathare,39A,Public,,Public_Dispenser,10.0,,Plastic_Closed,Plastic_Closed,0,0,0,0,0,1,0,0,Y,Boil,0,1,0,0,0,0,0,0,,Y,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_piped,N,0,1,1,0,0,0,0,1,0,0,0,4,5_Or_More
40,6a019cb807c243f5843a7c30c25ccacf,uuid:df2abd08-52ac-4ae0-a7e8-5ea902209cdb,Mathare,642,Public,,Public_Tap,15.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Neighb_Dwelling,FreshFit,,,Y,0,1,0,0,0,0,0,1,1,0,0,1,5_Or_More
41,6a019cb807c243f5843a7c30c25ccacf,uuid:77b9829c-e8ce-45ce-887c-1d58efc67de8,Mathare,672,Public,,Public_Tap,2.0,,Plastic_Closed,Plastic_Open,0,0,0,0,0,0,1,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,,Water_OK,Own_YardPlot,Flush,,Flush_river,Y,0,1,0,0,0,0,0,0,1,0,0,1,5_Or_More
42,6a019cb807c243f5843a7c30c25ccacf,uuid:9e9e30a9-b873-4e61-adf5-9dc2513acb05,Mathare,488,Private,Piped_neigh,,3.0,,Plastic_Closed,Plastic_Open,0,0,0,0,0,0,1,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Public,FreshFit,,,Y,0,1,1,0,0,1,0,1,1,0,0,1,0_1
43,6a019cb807c243f5843a7c30c25ccacf,uuid:b849cd8a-298e-438c-b24c-99f08a616e37,Mathare,33,Private,Piped_neigh,,5.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,,Water_OK,Neighb_Dwelling,FreshFit,,,Y,0,1,1,0,0,1,0,1,1,0,0,1,0_1
44,6a019cb807c243f5843a7c30c25ccacf,uuid:081fda54-aa74-41fc-b475-0b253ee5efb3,Mathare,945B,Private,Piped_yard,,,,,,0,0,0,0,0,0,0,0,Y,Boil,0,1,0,0,0,0,0,0,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,DryOrCompost,Dry_FreshLife,,Y,0,1,0,0,0,0,0,0,1,0,0,1,5_Or_More
45,6a019cb807c243f5843a7c30c25ccacf,uuid:4b9624ec-e17c-4972-9c4a-23c4de5e5b4e,Mathare,930B,Public,,Public_Tap,2.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,Y,Boil,0,1,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Public,Flush,,Flush_river,Y,0,1,1,0,0,1,0,1,1,0,0,1,0_1
46,6a019cb807c243f5843a7c30c25ccacf,uuid:be5b5c1d-68a5-4b56-954e-f3deaedeea9d,Mathare,1282,Public,,Vendor,10.0,Vendor_Cart,Plastic_Closed,Plastic_Open Plastic_Closed,0,0,0,0,0,1,1,0,N,,0,0,0,0,0,0,0,0,,N,,,,Own_YardPlot,FreshFit,,,Y,0,1,0,0,0,1,0,0,0,0,0,1,5_Or_More
47,6a019cb807c243f5843a7c30c25ccacf,uuid:707f288f-cf04-49ad-92d1-c99e25e9de32,Mathare,298b,Public,,Public_Dispenser,10.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_piped,Y,0,1,0,0,0,0,0,0,0,0,0,1,0_1
48,6a019cb807c243f5843a7c30c25ccacf,uuid:0935828d-898c-45d8-b117-864ba9b148dd,Mathare,1260,Public,,Public_Tap,10.0,,Plastic_Open,Other_Open,0,0,0,0,1,0,0,0,Y,Boil,0,1,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Neighb_YardPlot,Flush,,Flush_river,Y,0,1,1,0,0,1,0,1,1,0,0,2,0_1
49,6a019cb807c243f5843a7c30c25ccacf,uuid:2b9e0b18-5c10-4342-ae23-a75d29e67aa0,Mathare,292,Public,,Public_Tap,10.0,,Plastic_Closed,Plastic_Open Plastic_Closed,0,0,0,0,0,1,1,0,Y,Boil,0,1,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Public,Flush,,Flush_river,Y,0,0,0,0,0,0,0,0,0,1,0,1,0_1
50,6a019cb807c243f5843a7c30c25ccacf,uuid:b3d457c6-10a9-40f0-b713-111df7190a16,Mathare,133,Public,,Public_Tap,10.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,,,,Own_YardPlot,Flush,,Flush_piped,Y,0,0,0,0,0,1,0,0,0,0,0,1,5_Or_More
51,6a019cb807c243f5843a7c30c25ccacf,uuid:0eacb19d-911a-43e7-b0e1-9dd29726ac8a,Mathare,4,Public,,Public_Tap,2.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,Y,Boil,0,1,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_piped,N,0,0,0,0,0,0,0,0,0,1,0,1,0_1
52,6a019cb807c243f5843a7c30c25ccacf,uuid:39838dc5-8f1d-49cc-8339-5345dc6866e0,Mathare,437,Public,,Public_Tap,0.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,Y,BleachChlorine,1,0,0,0,0,0,0,0,,Y,,,,Own_YardPlot,Flush,,Flush_piped,Y,0,1,0,0,0,1,0,0,1,0,0,1,0_1
53,6a019cb807c243f5843a7c30c25ccacf,uuid:619bc73b-1888-4d74-b4cb-e073bfa6f383,Mathare,369,Public,,Public_Tap,2.0,,Plastic_Open,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,,,,Own_YardPlot,DryOrCompost,Dry_FreshLife,,Y,0,1,1,0,0,0,0,1,0,0,0,1,5_Or_More
54,6a019cb807c243f5843a7c30c25ccacf,uuid:50c0c2b5-299b-4646-abaa-fb6331ccd71b,Mathare,4,Public,,Public_Tap,5.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Fixed,SoapOrDeterg,Water_OK,Neighb_Dwelling,Flush,,Flush_piped,Y,0,1,0,0,0,1,0,0,1,0,0,1,2_4
55,6a019cb807c243f5843a7c30c25ccacf,uuid:ea1d24e5-dc74-47d6-94dd-68f6c3ed1842,Mathare,940A,Public,,Public_Tap,1.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,Y,Boil,0,1,0,0,0,0,0,0,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Neighb_YardPlot,Flush,,Flush_river,Y,0,0,0,0,0,0,0,0,0,1,0,1,5_Or_More
56,6a019cb807c243f5843a7c30c25ccacf,uuid:25fccc8a-658e-4ac5-a343-492109311886,Mathare,525,Private,Piped_yard,,,,,,0,0,0,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,,,,Own_YardPlot,Flush,,Flush_piped,Y,0,1,0,0,0,1,0,0,0,0,0,1,5_Or_More
57,6a019cb807c243f5843a7c30c25ccacf,uuid:d58a4bc4-17ae-4dc9-89fa-9aa39cc6b415,Mathare,87,Public,,Public_Dispenser,10.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,Y,Boil,0,1,0,0,0,0,0,0,,Y,Obs_Fixed,SoapOrDeterg,Water_OK,Neighb_Dwelling,Flush,,Flush_piped,Y,0,1,0,0,0,1,0,0,1,0,0,2,
58,6a019cb807c243f5843a7c30c25ccacf,uuid:c0a17eb0-66c2-45cc-8c10-6090447e506a,Mathare,638,Public,,Public_Tap,5.0,,Plastic_Open,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Public,Flush,,Flush_piped,Y,0,0,0,0,0,1,0,0,0,0,0,1,5_Or_More
59,6a019cb807c243f5843a7c30c25ccacf,uuid:ca9631c0-62b9-4e9e-a10e-723430e1c2d0,Mathare,941,Private,Piped_yard,,,,,,0,0,0,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Public,Flush,,Flush_piped,Y,0,0,0,0,0,0,0,0,0,1,0,1,5_Or_More
60,6a019cb807c243f5843a7c30c25ccacf,uuid:b8d151a2-4068-403e-a813-044310122e84,Mathare,317,Public,,Public_Tap,10.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,Y,,,,Own_YardPlot,Flush,,Flush_piped,Y,0,1,0,0,0,0,0,0,0,0,0,1,5_Or_More
61,6a019cb807c243f5843a7c30c25ccacf,uuid:b4531344-05bc-4f41-9591-b2e6714091b2,Mathare,948,Private,Piped_neigh,,2.0,,Plastic_Closed,Plastic_Closed,0,0,0,0,0,1,0,0,N,,0,0,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Neighb_YardPlot,Flush,,Flush_river,Y,0,1,0,0,0,1,0,0,1,0,0,1,2_4
62,6a019cb807c243f5843a7c30c25ccacf,uuid:aea69924-bad6-4187-99ee-6c7171c4f006,Mathare,1282,Public,,Vendor,10.0,Vendor_Cart,Plastic_Closed,Plastic_Open Plastic_Closed,0,0,0,0,0,1,1,0,Y,Boil,0,1,0,0,0,0,0,0,,Y,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,FreshFit,,,Y,0,1,0,0,0,1,0,0,1,0,0,1,5_Or_More
63,6a019cb807c243f5843a7c30c25ccacf,uuid:ca0786e2-61ee-4f6a-9360-7a5e3b1b41f2,Mathare,218,Public,,Public_Tap,5.0,,Plastic_Closed,Only_one,0,0,1,0,0,0,0,0,N,,0,0,0,0,0,0,0,0,,N,,,,Own_YardPlot,Flush,,Flush_river,Y,0,1,0,0,0,1,0,0,0,0,0,1,0_1
64,6a019cb807c243f5843a7c30c25ccacf,uuid:a4a9df19-6cf2-45b3-abad-97b1cca1b769,Mathare,277,Public,,Public_Tap,10.0,,Plastic_Closed,Plastic_Closed,0,0,0,0,0,1,0,0,N,,0,0,0,0,0,0,0,0,,N,Obs_Mobile,SoapOrDeterg,Water_OK,Public,DryOrCompost,Dry_FreshLife,,Y,0,1,1,0,0,1,0,1,1,0,0,1,2_4
